genes	control	control	control	control	infected	infected	infected	infected
DTWD1	362.679615275293	363.976201796508	362.923196707389	363.395595945025	381.952963909603	382.571657135777	387.564935620445	387.588862851319
YTHDF1	2460.23271905412	2469.02809780778	2461.88505070927	2465.08956514002	2582.38178097362	2586.5647622992	2620.32428926856	2620.48606113818
BBIP1	625.255572432764	627.490872993882	625.675504078616	626.489915044394	587.156400096011	588.107484972341	595.783391947182	595.820174033124
ABCG8	242.127553094049	242.993163700585	242.290169832484	242.605547004717	226.975098322505	227.342756042463	230.310005892834	230.32422462156
EIF4A3	3479.83929390149	3492.27978554876	3482.1764096449	3486.70898705012	3274.05556897141	3279.35893402952	3322.16072580727	3322.36582719643
PIGA	705.863198792856	708.386673151022	706.337267810206	707.256672218229	663.094328535377	664.168418824347	672.837063806416	672.878602981627
FDX1L	285.565803191479	286.586706368122	285.757593753643	286.129550329201	267.508197455008	267.941511306057	271.43865114535	271.455409047516
ANKRD27	1518.12171152966	1523.54902551653	1519.14130635942	1521.11869772347	1428.37449003239	1430.68819277834	1449.3613601132	1449.45083983826
SMC2	2266.85272813804	2274.95676974692	2268.37518269742	2271.32781487056	2380.57919002672	2384.43528844304	2415.55664623782	2415.70577629643
PTP4A1	9084.26340234756	9116.73981675456	9090.36453898687	9102.19701846738	8548.59467128401	8562.44181508489	8674.19775856377	8674.73328051981
ARID3A	4679.01270371654	4695.74026310702	4682.15520350744	4688.24973416488	4913.19548661691	4921.15395546951	4985.38425509379	4985.69203949094
TMX3	1192.39686200535	1196.65970346128	1193.19769481492	1194.75082144472	1252.76517549665	1254.79442360126	1271.17184697068	1271.25032574795
LOC102724800	59.9065778054001	60.1207449602198	59.946812021494	60.0248418320835	55.3162574919307	55.4058596080059	56.1290101120879	56.132475368256
CLIC3	90.1077440488224	90.4298809472586	90.168261851351	90.2856294336492	96.0201761895731	96.1757111328719	97.4309847533561	97.4369998838599
ZNF204P	52.6750385534813	52.8633528179626	52.7104159521169	52.7790265026056	48.6274516537522	48.7062191402937	49.3419267562828	49.3449729959313
SCAMP4	535.183327126553	537.096617697915	535.5427648114	536.239854432877	562.450654103999	563.361720236826	570.714648516471	570.749882924703
CBLL1	1322.51498100129	1327.24299720692	1323.40320322133	1325.12581194394	1389.48860052674	1391.73931531684	1409.90412666608	1409.99117040623
FTLP3	198.196850769994	198.905408280349	198.329962945905	198.588119283515	185.299761378295	185.599912752964	188.022340117406	188.033948117842
POLR1A	2609.85952144661	2619.18981886408	2611.61234485612	2615.01175192599	2741.21498361549	2745.65524538094	2781.49120188049	2781.6629237677
LOC101059948	29.4547639689784	29.5600653102703	29.474546259704	29.5129118238482	27.0468976741435	27.090708650785	27.444293267202	27.4459876050557
SPG11	3524.43070869987	3537.03061550298	3526.79777275087	3531.38843158518	3699.77944187679	3705.77240094587	3754.13968914818	3754.37145977245
TTBK1	262.105982106237	263.043015976395	262.282016677229	262.623416251155	245.229375231367	245.626601506983	248.832489872445	248.84785213019
SSBP3	644.25990062636	646.563142022151	644.692595883075	645.531760459953	676.72388073413	677.820048379262	686.666872760839	686.709265751763
USMG5	2915.95827430209	2926.3828805817	2917.91667853126	2921.71478685535	2742.27516558106	2746.7171446454	2782.56696092429	2782.73874922601
ZNF566	365.19104807418	366.496613015408	365.436316224725	365.911986666171	343.588327055532	344.144876658827	348.636613503879	348.658137403427
LDLRAP1	880.41025177455	883.557735166259	881.001549385244	882.148305679856	924.666796820062	926.1645861756	938.252773094714	938.31069833164
VPS37D	141.032315221576	141.536508430322	141.127034780842	141.31073288624	131.983507142292	132.197296036609	133.922718978217	133.930987011576
LOC101927789	101.588926082936	101.952108425467	101.657154831005	101.789476939038	94.743792363119	94.8972598004627	96.1358472304967	96.141782402646
TRNT1	392.874260555745	394.27879350801	393.138121194693	393.64984971032	413.0339874583	413.703026199626	419.102627506295	419.128501790593
KPNA3	2086.97616255121	2094.43714201764	2088.37780913132	2091.09614759488	1963.52073421582	1966.7012749957	1992.37041953121	1992.49342319494
ST7	764.88140689909	767.615872473508	765.395113489231	766.39139058417	803.984896292259	805.287203267941	815.797713367307	815.848078553731
FKBP1B	475.761685127518	477.462542198789	476.081214286917	476.700905738777	446.225769783787	446.948573079469	452.782091198452	452.810044763483
CHTF8	411.115524788809	412.585270607578	411.391636552656	411.927124769558	432.172129590454	432.872168585783	438.521963194703	438.549036377265
PROSER2	242.858715691192	243.726940217916	243.021823490124	243.338153019862	227.935733512796	228.304947284261	231.284755537054	231.299034444237
LINC01296	569.125481029356	571.160115446354	569.507714807801	570.249014930646	598.075568836896	599.044340748996	606.862994227978	606.900460339169
AK2	6881.2618008723	6905.86244266242	6885.88336639044	6894.8463813816	6479.20743612445	6489.7025549754	6574.40535910434	6574.81124544861
ANP32A	3741.64787709546	3755.02433940612	3744.160827672	3749.03441728165	3521.80571156878	3527.51038607986	3573.5510202636	3573.77164182258
ARHGEF18	2587.86933812473	2597.12102021867	2589.60739257529	2592.97815688335	2717.12462436378	2721.52586419853	2757.04688696564	2757.2170997257
RBM12B	918.73307460572	922.017562817786	919.350110437351	920.546783163786	965.502403702176	967.066339195464	979.688370793163	979.748854153958
STAG3L2	185.460306738737	186.123330861986	185.584864847905	185.826431519494	195.550848352941	195.867604594364	198.424044617095	198.43629479117
ATP6V0E2-AS1	59.4008327976608	59.6131919044607	59.4407273473161	59.5180984124288	54.3702446259999	54.4583143760319	55.1690976356204	55.1725036293389
LOC105372606	48.1763759963562	48.3486074566506	48.2087320212448	48.2714829516367	51.8479339289587	51.9319180017214	52.6097270447827	52.6129750297512
CRYBG3	2909.7697250252	2920.17220712347	2911.72397292566	2915.51402051009	3056.3913946909	3061.34218400556	3101.29844782303	3101.48991376112
FILIP1L	488.732460040476	490.47968787871	489.060700579825	489.697286789268	514.180111658713	515.012988431969	521.73487497661	521.767085503573
SLC30A6	2648.22934746317	2657.69681773828	2650.0079406617	2653.45732538622	2492.11765069503	2496.15442080811	2528.73392305652	2528.89004037992
MPG	715.658305441327	718.216797492022	716.138953009013	717.071115787561	672.33010345302	673.419153990817	682.208538437017	682.250656182208
PPP1R16A	1093.60097354709	1097.5106178231	1094.33545345734	1095.75989598023	1148.70251759096	1150.56320341794	1165.58021364784	1165.65217347783
DDHD1	1069.78185156349	1073.60634202548	1070.50033417035	1071.89375169322	1123.19470009067	1125.01406796651	1139.69761400488	1139.76797591183
SPIN1	2035.10728434937	2042.3828315899	2036.47409496103	2039.12487291805	1914.67064923201	1917.77206190049	1942.80258833018	1942.92253180752
SEC61B	1404.81515383845	1409.83739472696	1405.75865017128	1407.5884569201	1321.30265059379	1323.44291674405	1340.71633185102	1340.79910412028
ESYT2	5372.77723518934	5391.98501597225	5376.38567833905	5383.3838545888	5058.06289221425	5066.25601949605	5132.38017351563	5132.69703305079
SRSF12	73.1409447928489	73.4024250613095	73.190067421547	73.2853353249659	67.9532834226214	68.0633551856979	68.9517097741887	68.9559666698139
ARHGEF10L	5249.20768755063	5267.97370485098	5252.73313941518	5259.57036324952	4943.01740560217	4951.02418045319	5015.64434260116	5015.95399517583
PUS7L	3318.25303628191	3330.11585398552	3320.4816281095	3324.80373538711	3122.72578344188	3127.78402220939	3168.60747677399	3168.80309819296
ZNF554	325.481097957833	326.644699072282	325.699696270563	326.123643512327	305.402495101901	305.89719071322	309.889723438577	309.908855207932
LOC101929713	97.5954884181806	97.9443941451219	97.6610351096234	97.788155665573	91.0455226303185	91.1929995540428	92.3832394323305	92.3889429284304
C2orf16	71.1364787247807	71.3907929889316	71.1842551219982	71.276912158408	75.6879628003879	75.8105633148809	76.8000335164762	76.8047749467868
POLRMT	1351.41080277933	1356.24212209728	1352.31843189557	1354.07867814619	1418.01032049563	1420.30723520197	1438.84491154801	1438.93374201544
SKP1	6311.31469656494	6333.87776661922	6315.5534764893	6323.77412117281	5940.98049521225	5950.60378586981	6028.27033879018	6028.64250820725
PGAP2	640.005779738434	642.293812571155	640.435617859499	641.269241337899	672.903005032241	673.992983564738	682.789857564364	682.832011198655
MPHOSPH9	3149.58293264215	3160.84275151786	3151.6982429296	3155.8006531936	3304.32450305238	3309.67689819076	3352.87439632919	3353.08139389889
LOC105378663	50.9269572556981	51.1090220962989	50.9611606149667	51.0274942459992	54.5853612410333	54.6737794402335	55.387374923491	55.3907943930701
ZNF74	215.917740080166	216.689650106779	216.062753888852	216.34399212643	228.230326769945	228.600017728052	231.583677204194	231.597974566008
MINOS1	636.98619547249	639.263433234041	637.414005592452	638.243695987092	598.791992846363	599.761925232981	607.589944536895	607.62745552807
CTSK	98.111101353158	98.4618504061467	98.1769943384973	98.3047864931448	104.475191794425	104.644422300728	106.010228503746	106.016773293997
RAB5B	4248.25973209997	4263.44734142585	4251.11293130356	4256.64639548019	3999.16610097772	4005.64401111537	4057.92518690265	4058.17571243757
ARF5	1301.75774582803	1306.41155452319	1302.63202715683	1304.32759906331	1224.83268120861	1226.8166838337	1242.82894516503	1242.90567412675
NRP1	1151.51153193135	1155.6282075548	1152.28490549912	1153.78477796755	1082.76702202329	1084.52090453069	1098.67593875175	1098.74376808931
WTAP	4526.97489336752	4543.1589146949	4530.01528213256	4535.91177975291	4747.21254483892	4754.90215199535	4816.96255341143	4817.25993989956
WDR33	4497.19918645502	4513.27675906398	4500.21957737892	4506.07729139894	4235.0603495048	4241.92036473771	4297.28539059849	4297.55069359734
CCDC183	5380.28846582677	5399.52309940204	5383.90195363915	5390.909913454	5649.07142341592	5658.22187531467	5732.07229529354	5732.42617822925
SRPK1	7053.45907739754	7078.67532772568	7058.19629336156	7067.38359959691	7395.53294021494	7407.51233706847	7504.19428223534	7504.65757128089
SNORA22	730.13119089652	732.74142378793	730.621558685628	731.572572758176	686.177367177687	687.288847724089	696.259257716786	696.302242916107
TTC32	319.725724229764	320.868749773693	319.940457141419	320.356907865466	336.896550805547	337.442260967791	341.846516092499	341.867620789447
BMS1P4	386.135671582706	387.516113951254	386.39500647749	386.89795781304	406.308068700961	406.966212696682	412.277885937348	412.303338880208
SDHAP3	483.975622025593	485.705844077469	484.300667796426	484.931058105805	508.951258401322	509.775665398461	516.429195043336	516.461078011696
CCSER2	2761.0140034416	2770.88468100652	2762.86834461952	2766.46463416928	2600.11483401291	2604.32653960778	2638.31789112251	2638.48077386937
DPY19L1	2253.95125194233	2262.00917052848	2255.4650416639	2258.40086934276	2122.23928274831	2125.6769182496	2153.42099343989	2153.55393993877
RPPH1	21520.3224242915	21597.2579861823	21534.7758171333	21562.8065734226	20258.9920834498	20291.8079072697	20556.6541026125	20557.9232158978
SCARNA7	339.464427388125	340.67801917119	339.692417128618	340.134578005459	317.844723900652	318.359573623611	322.514763846704	322.534675052557
CCDC24	364.184322066891	365.4862879435	364.428914084143	364.903273239874	342.42669223326	342.981360202784	347.457910973337	347.479362102918
ZNF562	1361.31240780211	1366.1791255463	1362.2266869947	1363.99983033263	1428.66168376484	1430.97585171158	1449.65277353565	1449.74227125181
LINC01004	181.705909185708	182.355511266311	181.827945781413	182.064622256621	192.771427343848	193.083681436804	195.603786034926	195.615862093718
SNORD116-13	355.933853306541	357.206323600442	356.172904176974	356.636516891526	335.167690217185	335.710599944725	340.092253641524	340.113250034962
GGACT	230.645790922874	231.470354011314	230.800696326138	231.101118216994	216.384060392156	216.734562587626	219.563355594288	219.576910853338
SLMAP	3046.42477136534	3057.31579785287	3048.47079898126	3052.43884316928	2868.08257280715	2872.72833662513	2910.22283557197	2910.40250500871
SETX	5140.5910318572	5158.96874254801	5144.04353503803	5150.73928297137	5391.99439365287	5400.72842826481	5471.21807526137	5471.55585374961
MAK16	2069.194322405	2076.59173145478	2070.58402641678	2073.27920359039	2170.84639673651	2174.36276678107	2202.74228371266	2202.87827517715
RB1	1962.67015781104	1969.68674094676	1963.9883184896	1966.54474528402	1846.33428329853	1849.32500368105	1873.46216747717	1873.5778300609
UBASH3B	663.955244030214	666.328896653194	664.401166994663	665.265985247174	624.539549997543	625.551188669242	633.715806285785	633.754930218349
HUS1	483.996978219123	485.727276619797	484.322038333118	484.952456459472	508.314760129443	509.138136116991	515.783344807647	515.815187902927
DHX32	3151.50624390146	3162.7729386515	3153.62284591552	3157.72776134037	2966.77390090695	2971.57952644076	3010.36421902867	3010.55007092874
SLC38A10	3536.3908512379	3549.03351577802	3538.76594791198	3543.37218513002	3707.95282433541	3713.95902277384	3762.43316176312	3762.66544440438
LOC105374363	217.913596170198	218.692641420285	218.059950427765	218.343788317642	229.783787137588	230.155994414451	233.159962308025	233.174356985499
PTAR1	4280.41001093235	4295.71255811642	4283.28480277758	4288.86014349364	4032.00643855486	4038.53754397132	4091.24804212691	4091.50062492651
RUSC2	385.897684336682	387.2772758963	386.156859395424	386.659500746655	406.216304578869	406.874299933668	412.184773540191	412.210220734539
SLC25A45	177.725427518621	178.360799301573	177.844790759155	178.07628255779	166.019445886917	166.28836671301	168.458742140127	168.469142335927
FAM72D	41.6886708429984	41.8377086340013	41.7166696213097	41.7709701540521	45.6459777668144	45.7199158165609	46.3166465667604	46.3195060336364
CYB561D2	139.042507620916	139.539587229651	139.135890793563	139.316997124971	146.852535541913	147.090409514814	149.010215552276	149.019415047645
MRPS28	433.579690332326	435.129745970085	433.870889389155	434.435637741531	408.338127060645	408.999559375805	414.337771608671	414.363351723408
DRAP1	1908.43073051118	1915.2534066629	1909.7124631226	1912.1982417112	1795.56686408122	1798.47535062516	1821.94883096795	1822.06131325495
LINC00511	139.274745340387	139.772655203386	139.368284487602	139.549693314427	147.126761520204	147.365079688519	149.2884706875	149.297687361602
CRYZL1	629.512282693514	631.762801074759	629.93507321408	630.755028651059	592.53498434009	593.494781529067	601.24100283976	601.278121864118
SIRT4	75.632058645822	75.9024446936772	75.6828543464389	75.7813669877351	70.2244911247408	70.3382418246323	71.2562879553411	71.2606871295089
NUP155	1943.88248675906	1950.83190361351	1945.18802933716	1947.71998472181	2039.263749049	2042.56697951749	2069.22631395088	2069.35406249363
PPIL1	1534.43924422553	1539.92489370207	1535.4697981713	1537.46844352836	1609.12818808265	1611.73467842068	1632.77084234616	1632.87164528605
CEP97	866.11533632518	869.21171512233	866.697033241955	867.825170052935	909.279641444308	910.752506451299	922.639536790578	922.696498107718
ATG5	1491.92027431749	1497.25391766808	1492.92227184281	1494.8655351819	1404.42207696226	1406.69698122484	1425.05701820036	1425.14499743983
KCNC4	35.1943021413831	35.3201224407828	35.2179391977717	35.2637806534269	32.267132925744	32.3193997189241	32.7412285717516	32.7432499283376
TXLNGY	1582.15593641066	1587.81217396913	1583.21853765032	1585.27933518815	1661.39811964358	1664.08927761256	1685.80876736431	1685.91284472497
CXorf40B	411.8718414274	413.344291092533	412.148461145602	412.684934483774	387.222796126049	387.85002550668	392.91219660984	392.93645396642
CTBP1	3362.53173652029	3374.55285141924	3364.79006663137	3369.16984801955	3168.2541001366	3173.38608636466	3214.804733494	3215.00320700902
EFNA3	219.413925521913	220.198334477963	219.561287424676	219.847079530925	205.889271817836	206.22277439499	208.914368827637	208.927266646496
ARHGEF40	956.030921264772	959.448749987889	956.673006926944	957.918261028193	1002.26063333784	1003.88411037114	1016.98668301582	1017.04946907545
AFMID	6674.50949227829	6698.37099063364	6678.99219963817	6687.68591459468	6287.93453075743	6298.11982284413	6380.32211258174	6380.71601674129
LCAT	771.820578177081	774.579851420771	772.338945225671	773.344260764139	810.290825638484	811.603347054528	822.196294690202	822.247054908061
CIAPIN1	2585.32439856733	2594.56698245395	2587.06074379577	2590.42819325663	2435.86250566779	2439.80815284047	2471.65223048989	2471.80482374104
ATP7B	3443.41228425944	3455.72254865456	3445.72493504039	3450.21006535771	3245.14159742866	3250.39812719544	3292.82192606398	3293.02521615348
TXNL1	1774.30493053273	1780.64810439903	1775.49658211102	1777.80765850245	1669.13292077705	1671.83660769467	1693.65721465124	1693.76177655422
NTAN1	245.865784489148	246.744759344006	246.030911883594	246.351158195384	230.900165365007	231.27418096832	234.292743296053	234.30720790842
SYTL2	192.461782629033	193.149837161727	192.591043041425	192.841729309852	202.355207408582	202.6829854544	205.328378994671	205.341055424032
BIVM	354.447018059	355.714172888618	354.685070347093	355.14674642168	333.166283013244	333.705950830925	338.061440092636	338.082311109034
PRRC2C	6255.89277557793	6278.25771121079	6260.09433325346	6268.24278950366	6557.97255724169	6568.59526103502	6654.32776311576	6654.73858365721
TAOK2	5439.72049837816	5459.16760259994	5443.37390169445	5450.45927321287	5705.21045552162	5714.45184227929	5789.03616891068	5789.39356864482
NLGN4Y	869.408919244705	872.517072663422	869.992828184463	871.125254969278	912.268491298508	913.746197689998	925.67230132123	925.729449873205
HPS5	1560.09261554883	1565.66997631567	1561.14039870921	1563.17245822176	1470.05621740127	1472.43743684381	1491.65551020674	1491.74760106042
SGMS1	1915.33081844332	1922.1781625406	1916.61718526418	1919.11195138928	1804.50773033448	1807.4306994297	1831.02106388994	1831.13410627253
LOC105371485	107.082021782757	107.464842046869	107.153939781781	107.293416783863	113.644296985408	113.828379747899	115.314053840421	115.321173024164
VPS13B	1982.57497517044	1989.66271840672	1983.9065042428	1986.4888575579	1867.16766079846	1870.19212740304	1894.60164634617	1894.71861402523
RIF1	7311.06195763049	7337.19914315397	7315.97218381024	7325.4950242171	7665.83349715779	7678.25073096878	7778.46632054453	7778.94654241806
WWTR1	1550.05551168139	1555.59698961104	1551.09655376223	1553.11553969684	1460.09932755011	1462.46441867088	1481.5523254202	1481.64379253006
POLD2	1752.06327381882	1758.32693333943	1753.23998754462	1755.52209362387	1650.51276254672	1653.18628824855	1674.76347351643	1674.86686896996
GATB	997.692802504965	1001.25957324574	998.362868953122	999.662388692988	940.148186331764	941.671052677737	953.961628101368	954.020523161325
PLXNB2	3333.80303141996	3345.72144065187	3336.04206687306	3340.38442840687	3495.32996855962	3500.99175725908	3546.68627354239	3546.90523654318
POLR2I	1372.40417959242	1377.31055063168	1373.3259081964	1375.11349884352	1292.79586809067	1294.88995852061	1311.79070390855	1311.87169038629
LOC100131471	146.277915846489	146.800862177217	146.376158435058	146.566689066002	136.727900189945	136.949374124355	138.736820608037	138.745385851258
PDLIM5	4494.56966114295	4510.63783314892	4497.58828603558	4503.44257503335	4236.77939248568	4243.64219225058	4299.02969119349	4299.29510188084
CKLF	47.6768581460075	47.8473038204882	47.708878686716	47.7709789826588	51.1143793401528	51.1971751900243	51.8653944597581	51.8685964916076
VPS72	2125.25728507727	2132.85512028467	2126.68464187172	2129.45284245142	2228.4166777266	2232.02630098882	2261.15843531728	2261.29803323998
PSKH1	591.585802748629	593.700733242872	591.983121238481	592.753676490124	620.608340301541	621.613611139922	629.726835976075	629.765713640195
LRRC57	469.016451075985	470.693193807257	469.331450028278	469.942355644682	441.323026630301	442.037888387978	447.80731285089	447.834959286305
ZCCHC3	3137.35553036621	3148.57163604628	3139.46262853467	3143.54911230247	2956.25468355	2961.04326989538	2999.69044455132	2999.87563748087
CRNKL1	6565.93654470359	6589.40989270677	6570.34633273482	6578.89862872125	6187.83488595195	6197.85803510998	6278.75172025499	6279.139353728
LOC105374718	151.005912211052	151.54576121869	151.107330197623	151.304019161663	141.369318675844	141.598310850583	143.446434687903	143.455290690202
JMJD1C	6408.34276015273	6431.25270737939	6412.64670567693	6420.99373183141	6715.27421112589	6726.1517145331	6813.94062417748	6814.3612987935
SENP7	1076.30825929002	1080.15608178373	1077.03112513671	1078.4330434683	1013.91470323724	1015.55705771039	1028.81198423627	1028.87550035863
MFSD10	934.309130514281	937.64930342241	934.93662747426	936.153588401704	880.181531151374	881.607262596294	893.113892776917	893.16903125913
PSMD4	5248.0749875744	5266.83695545079	5251.59967869953	5258.43542716391	4946.82051893641	4954.8334541283	5019.50333445045	5019.81322526904
ZNF700	512.460533895968	514.292590049441	512.804710589341	513.472203206335	482.47150910875	483.253023804831	489.560383175051	489.590607334252
PPP1R3F	53.6631359019737	53.8549826332652	53.699176922597	53.7690744945076	57.5513921075081	57.6446147286636	58.3969851908055	58.4005904657378
RASAL2	1098.52686722271	1102.45412166228	1099.26465544196	1100.69551406412	1034.52000361504	1036.19573486746	1049.72003488371	1049.78484181365
HNRNPUL1	5369.07447732862	5388.26902068177	5372.68043364692	5379.67378696227	5625.50939457612	5634.62168034182	5708.16407346195	5708.51648036747
SAP30BP	3403.36111855885	3415.52819927499	3405.64687033614	3410.07983301198	3566.46196632547	3572.23897571789	3618.86340198378	3619.08682100899
LOC102724064	163.727448353671	164.312777094928	163.837410327446	164.050669409359	152.545085995211	152.792180848004	154.786405707645	154.795961809668
DISP1	444.058357485785	445.645874557876	444.356594183121	444.934991260614	465.960139688298	466.714909016807	472.80641493524	472.835604748892
NSMF	5061.46943321635	5079.56428268747	5064.86879706568	5071.46148714491	5302.49552542439	5311.08458840695	5380.40421496814	5380.73638684958
ABTB1	35.6908413568661	35.8184367934031	35.7148118969358	35.761300107294	38.961025845853	39.0241355086996	39.5334737531405	39.5359144449235
RHOT1	2447.41202400185	2456.1615685269	2449.05574507309	2452.24356022901	2306.89725004492	2310.63399733305	2340.79210970135	2340.93662399583
ELL3	305.289054588949	306.380468764389	305.494091602302	305.89173820435	286.612393852459	287.076652971694	290.823542339992	290.84149701391
METTL17	1103.79389736765	1107.73998154015	1104.53522300862	1105.97294206881	1156.80225833192	1158.67606424227	1173.79896253954	1173.87142977327
STARD7-AS1	269.081535968788	270.04350757665	269.262255433355	269.612740840033	283.538145507414	283.997424912374	287.704124572597	287.721886661938
MAPKAPK5	2566.78938702099	2575.96570788888	2568.51328383914	2571.85659098552	2688.25286075217	2692.60733366466	2727.75091530766	2727.91931941215
C4BPB	1545.40880315164	1550.93366900994	1546.44672442869	1548.45965790963	1455.21950433823	1457.57669104707	1476.60080377317	1476.69196518921
MRPS31	821.193909905619	824.129693749107	821.745436873717	822.815062407249	860.996796628263	862.391452348114	873.647280123259	873.701216788454
POLR3F	1166.68916630445	1170.8601022594	1167.47273341429	1168.99237512975	1099.13160416596	1100.91199427267	1115.28096299259	1115.34981748029
RASGEF1A	206.929357878215	207.669134267536	207.06833494561	207.337865591361	217.561374011533	217.913783237528	220.757967287907	220.771596299113
RNF4	2707.30081633199	2716.97946823159	2709.11908287409	2712.645409659	2835.99353771726	2840.58732322765	2877.66232159811	2877.8399808351
ARHGEF28	4080.60430137554	4095.1925393485	4083.34490050956	4088.65998930934	3848.78598106691	3855.02030319679	3905.33555676792	3905.57666182392
SRSF10	4944.70459902374	4962.38201199226	4948.02554174232	4954.46614271499	5178.43236503902	5186.82046862552	5254.51821509145	5254.84261510525
SMAD6	409.849685138086	411.314905556033	410.124946743772	410.658786172981	430.388678386518	431.085828520435	436.712308037271	436.739269496525
PHLDB3	597.065444341866	599.199964659004	597.466443046681	598.244135668063	562.164781740624	563.075384813044	570.424575877754	570.459792377671
CAPZB	4093.04530272393	4107.67801751328	4095.79425743349	4101.12555094759	3858.49030057453	3864.7403419089	3915.18246023664	3915.42417321434
CALM2	16929.6487007385	16990.1725167728	16941.0189236618	16963.070213017	15960.7533087422	15986.6067799541	16195.2620166615	16196.2618691707
PRADC1	255.149971367202	256.062137366694	255.321334170093	255.653673366672	238.446901071407	238.833140992116	241.950361941703	241.965299315129
CRAT	2484.52900759383	2493.41124604103	2486.19765702508	2489.43381797716	2342.85139281177	2346.64637916775	2377.27452073984	2377.42128736159
FAM102B	568.606293115297	570.63907142563	568.988178198833	569.728802066481	535.563510552035	536.43102448038	543.432456612337	543.466006690424
ZNF148	2694.44103263291	2704.07371056125	2696.25066233854	2699.76023893469	2540.06660383044	2544.18104238783	2577.38738222798	2577.54650328687
EXOC6	2661.5832073264	2671.09841790446	2663.37076919087	2666.83754765066	2508.80087411566	2512.86466796803	2545.66227031889	2545.81943275355
LOC101929787	26.4594987202146	26.5540919312852	26.4772693428782	26.5117334993876	28.9939821167298	29.0409470103957	29.4199858993899	29.4218022112649
WDR35	1974.65984750262	1981.71929400698	1975.9860606486	1978.55810431265	1860.83512114428	1863.84933020472	1888.17606373446	1888.29263471511
LOC100507670	30.7031480574374	30.8129123955846	30.7237687828896	30.7637603984215	33.4813872922429	33.5356209531329	33.9733237767789	33.975421199654
RSF1	2386.69144408754	2395.22391138475	2388.29438424584	2391.40310933314	2498.98919507323	2503.03709581852	2535.70642989948	2535.86297768696
LOC105369827	74.8885856406971	75.1563137584213	74.9388820129489	75.0364262621271	79.1378602657486	79.2660489766807	80.3006197545663	80.3055773017838
ZNF37A	1360.57017605554	1365.43424030713	1361.48395675342	1363.256133316	1424.95146582247	1427.25962390169	1445.88804197484	1445.97730726646
STAT5B	964.243395674358	967.690584149655	964.890996965734	966.146948019573	1009.91608540805	1011.55196285917	1024.75461537682	1024.81788100799
FRYL	2142.12496869851	2149.78310619561	2143.56365409914	2146.35382525714	2244.49272093529	2248.12838441705	2277.47068116931	2277.6112861668
MTMR9	848.425188380065	851.458324561921	848.995004310457	850.100099262863	888.781341831064	890.221003380255	901.840059052226	901.895736264794
TFF3	1590.05837115049	1595.74286006342	1591.12627979175	1593.19737044778	1499.09396411612	1501.5222193429	1521.11990373026	1521.21381363742
WBSCR27	105.333082457393	105.70965023016	105.403825840786	105.541024805808	98.2833060496965	98.4425068451988	99.7273664061164	99.7335233091309
RNF7	2436.06865277272	2444.77764452993	2437.70475545436	2440.87779558655	2296.93888562308	2300.6595022009	2330.68742867851	2330.83131913679
PALMD	332.242126641113	333.42989856167	332.465265768876	332.898019418999	312.171230690027	312.676890402304	316.757910938922	316.777466731951
CARHSP1	2445.77607948896	2454.51977548127	2447.41870183369	2450.60438613111	2306.36527100075	2310.10115658112	2340.25231437708	2340.39679534603
ZFAND4	832.200470127036	835.175602632613	832.759389277072	833.843351129599	872.589264842542	874.002698218902	885.410074555225	885.464737424141
LOC105373148	79.8740344861261	80.1595856782745	79.9276791655842	80.0317170861314	84.590913741931	84.7279353919066	85.8337940433556	85.8390931940736
BAIAP2L2	363.214479994214	364.51297866697	363.458420650013	363.931516562274	381.454290551115	382.07217601859	387.058935336798	387.082831328557
PSENEN	445.31230359923	446.904303552521	445.611382466837	446.191412840395	468.071093309316	468.829281992639	474.948384448589	474.977706501756
LOC105377736	50.6727590290532	50.8539151061599	50.7067916647259	50.772794196233	54.1004352665324	54.1880679752561	54.8953240118698	54.8987131035312
LOC102724740	45.928656262287	46.0928520817901	45.959502682641	46.0193259020614	49.1168985252717	49.1964588253075	49.8385649897145	49.8416418904899
SEC24B-AS1	30.9496821073275	31.060327809391	30.9704684089919	31.0107811412679	33.9864080165714	34.0414597177196	34.4857646870626	34.48789374668
MPDZ	37.1959997993849	37.3289762059756	37.2209812279455	37.2694299446868	33.9972653412112	34.0523346292191	34.4967815365771	34.4989112763455
SIK2	1432.95991950661	1438.08277846758	1433.92231831434	1435.78878432188	1351.09998714554	1353.28851947521	1370.95147573924	1371.03611464607
CROT	694.941868565019	697.426298959944	695.408602642258	696.313781745477	654.692390311676	655.752871013193	664.311677294359	664.352690134825
TSSK6	34.4416125389865	34.5647419587447	34.4647440769959	34.5096051356853	31.2572802194293	31.3079112378207	31.7165382666866	31.7184963616119
AP1M1	1702.95050815912	1709.03858860859	1704.09423696575	1706.31237244374	1785.13985643611	1788.03145315431	1811.36862102448	1811.48045011739
PPP2R5E	842.38796741113	845.39952041322	842.953728647331	844.050959968964	794.215509018836	795.501991392274	805.884786102861	805.934539291456
ITGA2	7030.81243382251	7055.94772196923	7035.53443993838	7044.69224835607	7364.48611836939	7376.4152251082	7472.6912945726	7473.15263870728
DOPEY2	691.175690427864	693.646656664332	691.639895079611	692.540168641946	725.335724879518	726.510634729912	735.992962690219	736.038400943068
LOC105371786	47.1768594438547	47.3455176134674	47.2085441774354	47.2699932126076	43.415407857611	43.4857327962582	44.0533032628925	44.0560229969578
